index,confidence,hand,time,X_WRIST,Y_WRIST,Z_WRIST,X_THUMB_CMC,Y_THUMB_CMC,Z_THUMB_CMC,X_THUMB_MCP,Y_THUMB_MCP,Z_THUMB_MCP,X_THUMB_IP,Y_THUMB_IP,Z_THUMB_IP,X_THUMB_TIP,Y_THUMB_TIP,Z_THUMB_TIP,X_INDEX_MCP,Y_INDEX_MCP,Z_INDEX_MCP,X_INDEX_PIP,Y_INDEX_PIP,Z_INDEX_PIP,X_INDEX_DIP,Y_INDEX_DIP,Z_INDEX_DIP,X_INDEX_TIP,Y_INDEX_TIP,Z_INDEX_TIP,X_MIDDLE_MCP,Y_MIDDLE_MCP,Z_MIDDLE_MCP,X_MIDDLE_PIP,Y_MIDDLE_PIP,Z_MIDDLE_PIP,X_MIDDLE_DIP,Y_MIDDLE_DIP,Z_MIDDLE_DIP,X_MIDDLE_TIP,Y_MIDDLE_TIP,Z_MIDDLE_TIP,X_RING_MCP,Y_RING_MCP,Z_RING_MCP,X_RING_TIP,Y_RING_TIP,Z_RING_TIP,X_RING_DIP,Y_RING_DIP,Z_RING_DIP,X_RING_TIP,Y_RING_TIP,Z_RING_TIP,X_PINKY_MCP,Y_PINKY_MCP,Z_PINKY_MCP,X_PINKY_PIP,Y_PINKY_PIP,Z_PINKY_PIP,X_PINKY_DIP,Y_PINKY_DIP,Z_PINKY_DIP,X_PINKY_TIP,Y_PINKY_TIP,Z_PINKY_TIP
  index: 1,  score: 0.9906057715415955,"  label: ""Right""",0,0.5949236750602722,0.7384251356124878,-2.257662890770007e-05,0.6084612607955933,0.7082415819168091,0.025268780067563057,0.6089286208152771,0.6780003905296326,0.03563779219985008,0.6028798222541809,0.6578716039657593,0.04362012818455696,0.5947789549827576,0.6510068774223328,0.04900145158171654,0.6073919534683228,0.6458414793014526,0.010830683633685112,0.5988920331001282,0.6280078291893005,0.03142333775758743,0.5962280035018921,0.6400840282440186,0.041981782764196396,0.5969412326812744,0.6511251926422119,0.04274805262684822,0.5954558253288269,0.6481214165687561,0.0030437991954386234,0.584836483001709,0.6406867504119873,0.02966565452516079,0.5836551785469055,0.6566635370254517,0.036595094949007034,0.5862164497375488,0.668662965297699,0.03187822178006172,0.5834570527076721,0.6564441919326782,0.00010867552919080481,0.5745570063591003,0.6538267135620117,0.024596964940428734,0.5753900408744812,0.6691292524337769,0.026276350021362305,0.5791945457458496,0.6808037161827087,0.017403515055775642,0.5726380348205566,0.6673535704612732,-0.0016787161584943533,0.5678883790969849,0.6677049398422241,0.015447220765054226,0.5697893500328064,0.6818541288375854,0.017992787063121796,0.5727379322052002,0.6910483241081238,0.013775245286524296
  index: 1,  score: 0.9947466850280762,"  label: ""Right""",20,0.59452885389328,0.7434179782867432,-2.852082070603501e-05,0.6083280444145203,0.7099820971488953,0.025190381333231926,0.60919189453125,0.6791631579399109,0.03669220209121704,0.6035343408584595,0.6591596007347107,0.04545106366276741,0.5962879657745361,0.6511833667755127,0.05120588839054108,0.6056268215179443,0.6484152674674988,0.01684597134590149,0.5985040664672852,0.6356381773948669,0.038492441177368164,0.5966904163360596,0.6469587087631226,0.047270942479372025,0.5978925824165344,0.6571163535118103,0.04623982682824135,0.5941134691238403,0.6505298018455505,0.009375249966979027,0.5850557088851929,0.645210325717926,0.03723875805735588,0.5838674902915955,0.6599222421646118,0.04224701598286629,0.5864343047142029,0.671218752861023,0.03644875809550285,0.5827903747558594,0.6587212681770325,0.006574878469109535,0.5753809213638306,0.6561715602874756,0.031275346875190735,0.5765141844749451,0.6710026264190674,0.032445382326841354,0.5801665186882019,0.6824172735214233,0.024167165160179138,0.5724427700042725,0.6700620651245117,0.004838869906961918,0.5683108568191528,0.6687138080596924,0.021990381181240082,0.5705084204673767,0.6822056770324707,0.02483474090695381,0.5735248923301697,0.692106306552887,0.022005805745720863
  index: 1,  score: 0.9981046319007874,"  label: ""Right""",40,0.596057116985321,0.7450629472732544,-2.164956458727829e-05,0.6084408760070801,0.7109631896018982,0.024870211258530617,0.6083462834358215,0.6799708008766174,0.03585762158036232,0.6026982069015503,0.659425675868988,0.04452238231897354,0.595710813999176,0.6520756483078003,0.05026572197675705,0.6057528257369995,0.6511619687080383,0.015734490007162094,0.5962305068969727,0.6405280232429504,0.03676151484251022,0.5937772989273071,0.6512738466262817,0.045850761234760284,0.5951586961746216,0.6608564257621765,0.04529426246881485,0.5946342945098877,0.6519639492034912,0.008645497262477875,0.5832958221435547,0.6483874320983887,0.0357477180659771,0.5823373794555664,0.6623632907867432,0.04105537012219429,0.5854112505912781,0.6730545163154602,0.035429585725069046,0.5836202502250671,0.6592662930488586,0.00621936097741127,0.5738294124603271,0.6571754813194275,0.03025108203291893,0.575278103351593,0.6712129712104797,0.0319523923099041,0.5793884992599487,0.6818970441818237,0.02476010099053383,0.5736728310585022,0.6695874929428101,0.004604693036526442,0.5671813488006592,0.6680291891098022,0.02234506793320179,0.5694521069526672,0.6808561682701111,0.025742825120687485,0.5732826590538025,0.6896929740905762,0.024009589105844498
  index: 1,  score: 0.9877585768699646,"  label: ""Right""",60,0.5958690047264099,0.7440987229347229,-1.767980029399041e-05,0.6070603728294373,0.7103559374809265,0.025904476642608643,0.6072008013725281,0.6806753873825073,0.03763534128665924,0.6029316186904907,0.6599954962730408,0.04619496688246727,0.596557080745697,0.6505260467529297,0.05166908726096153,0.6051795482635498,0.652671754360199,0.021559149026870728,0.5947659015655518,0.6439701914787292,0.042912162840366364,0.5926588773727417,0.6543498635292053,0.052222613245248795,0.5947514176368713,0.6636757850646973,0.052053697407245636,0.5949191451072693,0.6533560752868652,0.01356049906462431,0.5825346112251282,0.6512061953544617,0.040204502642154694,0.5817305445671082,0.6659243702888489,0.04473542049527168,0.585395097732544,0.6764453053474426,0.039376117289066315,0.5844097137451172,0.6601429581642151,0.00969761423766613,0.5733826756477356,0.6591290235519409,0.032934192568063736,0.5748743414878845,0.6743588447570801,0.03346380218863487,0.5792089104652405,0.6849728226661682,0.02643301710486412,0.5748752951622009,0.6700299978256226,0.0070494539104402065,0.5671148896217346,0.6692628860473633,0.02346944808959961,0.5693396925926208,0.6833856701850891,0.02571086585521698,0.5733734369277954,0.6926981210708618,0.023622598499059677
  index: 1,  score: 0.9749218821525574,"  label: ""Right""",80,0.5963264107704163,0.7424631118774414,-1.348834757664008e-05,0.6066981554031372,0.7107767462730408,0.02648533694446087,0.6064058542251587,0.6824787259101868,0.03927857056260109,0.6020904779434204,0.6631741523742676,0.048460666090250015,0.5960085391998291,0.6540262699127197,0.054550644010305405,0.6041489243507385,0.6545885801315308,0.02700204774737358,0.5924409031867981,0.6482363939285278,0.04858240857720375,0.5901886820793152,0.6583776473999023,0.05689935386180878,0.5924694538116455,0.667214035987854,0.05663038790225983,0.5945816040039062,0.6536825299263,0.0191640704870224,0.5815137028694153,0.6529386639595032,0.0461324043571949,0.5806974768638611,0.6666195392608643,0.050198618322610855,0.5843272805213928,0.6767382025718689,0.045078568160533905,0.5845764875411987,0.6599461436271667,0.014916542917490005,0.5727111101150513,0.6593856811523438,0.038726259022951126,0.5738980174064636,0.6740527153015137,0.03969971835613251,0.5781794190406799,0.6849132776260376,0.03399008885025978,0.5755322575569153,0.6700138449668884,0.011751631274819374,0.5665608644485474,0.6699204444885254,0.02894729934632778,0.5684746503829956,0.683499276638031,0.031476520001888275,0.5725054740905762,0.692521870136261,0.030408550053834915
  index: 1,  score: 0.9992587566375732,"  label: ""Right""",100,0.595526397228241,0.7384762167930603,-1.141023949458031e-05,0.6072127819061279,0.706462562084198,0.027764607220888138,0.6074030995368958,0.6801141500473022,0.04356808215379715,0.603859007358551,0.6606021523475647,0.055140648037195206,0.5982090830802917,0.6492412686347961,0.06308842450380325,0.604381799697876,0.6559010148048401,0.03737305477261543,0.592922031879425,0.6517475843429565,0.0616254098713398,0.5906251668930054,0.6615819334983826,0.07011981308460236,0.5929152369499207,0.6694307327270508,0.07025957852602005,0.5944045782089233,0.6563532948493958,0.029802897945046425,0.5828225612640381,0.6561781764030457,0.058461666107177734,0.5820527672767639,0.6691048741340637,0.06219258904457092,0.585612416267395,0.6782574653625488,0.05808901786804199,0.5841311812400818,0.6632176041603088,0.02528730407357216,0.5742776393890381,0.6613452434539795,0.04999389126896858,0.5751631855964661,0.6757488250732422,0.051029007881879807,0.578696072101593,0.6864469051361084,0.046525221318006516,0.5746695399284363,0.6732024550437927,0.02200743742287159,0.5667180418968201,0.6720275282859802,0.03907538577914238,0.5687450766563416,0.6852043867111206,0.04186705872416496,0.5726960897445679,0.6944393515586853,0.041837070137262344
  index: 1,  score: 0.9738947749137878,"  label: ""Right""",120,0.5942651629447937,0.7321445345878601,-1.1160884241689928e-05,0.6023327708244324,0.7103261947631836,0.02852870151400566,0.6020060181617737,0.689814567565918,0.04854552075266838,0.599499523639679,0.6745888590812683,0.06312595307826996,0.5955241918563843,0.6640093922615051,0.07339153438806534,0.6001079678535461,0.6623212099075317,0.050571125000715256,0.5926408767700195,0.6621835827827454,0.07716142386198044,0.590509831905365,0.6713511943817139,0.0848182886838913,0.5915637016296387,0.6764642000198364,0.08578638732433319,0.5923731923103333,0.6593286395072937,0.04402400925755501,0.5841891169548035,0.6616438627243042,0.07494042813777924,0.5831608772277832,0.6736518144607544,0.0784054771065712,0.5856353640556335,0.6808670163154602,0.07650022208690643,0.5843834280967712,0.663480281829834,0.03986586630344391,0.5769411325454712,0.6634992957115173,0.0652901753783226,0.5773566365242004,0.6771132349967957,0.06420665234327316,0.5802327990531921,0.6858726739883423,0.06004548817873001,0.5770896673202515,0.671562910079956,0.03711250051856041,0.570865273475647,0.6713842749595642,0.05442152917385101,0.5724135041236877,0.6831006407737732,0.05697805434465408,0.5755102634429932,0.690190315246582,0.058058127760887146
NA
NA
NA
